Experiment,rev,typ,Created,parent,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,master\data-raw\data_test_20180101_20190630.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
undug-gimp,3da0e73,branch_commit,2023-12-12T22:20:10,,1.215887,0.0077472,2.7749773,1.7456988,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.4436599,0.0088028,4.9369059,2.0693049,start 2018-01-12 07:59:00,end 2019-06-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,28,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,488f92fbdb1811f879f50f8f4352eb1e,491241781ca175239bd20cf41258ca55,79e0cc7946c0b631efc1d7af0a155f0e,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

worst-cyma,22e51c5,branch_commit,2023-12-12T22:19:33,,0.9708265,0.0077488,2.0986818,1.3888283,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.1520411,0.0086776,3.627349,1.6482049,start 2018-01-12 07:59:00,end 2019-06-21 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,21,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,e105e0a305cd9d154fff0ed82548ef14,e7fe3facbf1af7de4220726710410204,480dbd7c90cec251f57e92a44d16546d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

noted-suds,042b070,branch_commit,2023-12-12T22:18:55,,1.0704349,0.0077465,1.9390665,1.5424203,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.2770632,0.0088017,3.4828502,1.8346926,start 2018-01-12 07:59:00,end 2019-06-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,14,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,1e0f6b383755ed9a151fa86442ed3d08,c48e3d8e0fd1113739d377b93bb91bf5,ad1aa2ca426cd51562a036fd5af77b0c,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

bland-slob,fce32ec,branch_commit,2023-12-12T22:18:19,,0.789908,0.0077498,0.8607145,1.1187951,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.2608892,0.0086877,2.7202922,1.7958147,start 2018-01-12 07:59:00,end 2019-06-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,10,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,4df363ede17679db7f084cb71e20636c,d581896b0ff108e7c71ca094845d84d8,1f94de4d3958350c9a8890957dc14cdc,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

fleet-tans,adb4d56,branch_commit,2023-12-12T22:17:41,,1.0119316,0.0077469,2.2115187,1.4574697,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.1435269,0.0088024,3.5639145,1.6364858,start 2018-01-12 07:59:00,end 2019-06-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,7,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,a411ae451962362fad746da599379faa,8147bc6a5cc5d868f3d05194db40a930,d0987a63ef8e5b09559f30ada8d64403,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

sandy-wino,e6736cc,branch_commit,2023-12-12T22:16:59,,0.4983151,0.0077496,0.301273,0.7054454,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5082649,0.0086876,0.388769,0.7167521,start 2018-01-12 07:59:00,end 2019-06-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,5,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,d115024a1a2af6b98f36408a430d1142,288dafa16d4479e86c20f63ce1420bc1,e8190f5d3a2542747740e402fabf3706,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

treed-jigs,6a7e52b,branch_commit,2023-12-12T22:16:20,,0.5713834,0.0077471,0.4626417,0.8138024,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5980994,0.0088304,0.6441393,0.846373,start 2018-01-12 07:59:00,end 2019-06-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,3,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,514d8bca7b0fd53354a048d89d935b76,1dd7bb35eb545553a6d6e798fad997a8,04e7d8f414f683badb5601b90a5d30c2,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

batty-azan,41cf428,branch_commit,2023-12-12T22:15:35,,0.4983649,0.0077487,0.3822375,0.7065367,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.5319384,0.0088318,0.5533301,0.7509442,start 2018-01-12 07:59:00,end 2019-06-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,2,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,6bc621cba34366075e6a8a10343b470b,7847964951185c19e45722d94d02b383,ca5c7600c41e2c2b8dad641d24137197,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

dowie-dops,3988005,branch_commit,2023-12-12T22:14:44,,0.6870852,0.0077512,0.6471058,0.9809036,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.7040136,0.0088328,0.863076,0.9986632,start 2018-01-12 07:59:00,end 2019-06-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,1,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,db6091615446bd923e86534044376a8e,185297ec3dbe4c7ebace4dd590377a1f,b0d63533b82c0e60b5358ca1760d1c17,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

wired-eyry,42f5621,branch_commit,2023-12-12T22:13:31,,1.1624927,0.0077478,2.5631662,1.6679539,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.4069037,0.008771,4.720295,2.0145861,start 2018-01-11 07:59:00,end 2019-06-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,28,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,41200ed4bb477bfa7a2b1399abc19d2e,f1db382d409aa8af42aa5de8552f11ef,2ebb1ebfc720627476b139d4d3d2434d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

refer-snub,4864bbf,branch_commit,2023-12-12T22:12:55,,0.764887,0.0077493,1.2305834,1.0915161,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.954281,0.0087019,2.3574513,1.3626334,start 2018-01-11 07:59:00,end 2019-06-20 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,21,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,06960fdc8ac5e503ef2b73f4841ecc39,b9bcfb627bdd8cf0c4187ab4b35d2bca,dbb5149c8ef2ddd3c4eef3ee03f191cf,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

newsy-afro,700c2f6,branch_commit,2023-12-12T22:12:20,,0.9483316,0.0077488,1.4058869,1.3653621,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.2240488,0.008772,2.9449026,1.7569344,start 2018-01-11 07:59:00,end 2019-06-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,14,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,9b630af286124c49d059d35c4ba22628,fbaf0df16063e93b0b9f2b948e1db736,ce989628de7f9e129df4965de50135c4,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

jowly-wain,8ffe9f6,branch_commit,2023-12-12T22:11:42,,0.9004262,0.007749,1.1427384,1.2797068,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.225655,0.0087017,2.6307974,1.7476697,start 2018-01-11 07:59:00,end 2019-06-25 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,10,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,733390b9aff116fbce0822e6457aff68,c9b226c4099f93a86f2965a5c6351cdb,f6273a6efa98a4bad87bb2121f27aeba,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

dirty-help,9026c11,branch_commit,2023-12-12T22:11:03,,0.6982532,0.0077467,0.9699963,0.9989349,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.9145789,0.0087718,2.0781744,1.3057487,start 2018-01-11 07:59:00,end 2019-06-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,7,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,f72861701ce2abd27af3986e721cb393,1ae98514734294c222680802985cf7ad,7abc9207cc8bd5dddf3d2533b4172952,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

dried-zoon,966518c,branch_commit,2023-12-12T22:10:22,,0.8957757,0.0077487,1.1144849,1.2783069,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.8119107,0.0088494,1.167875,1.1522845,start 2018-01-11 07:59:00,end 2019-06-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,5,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,fdd7fa984dbfce0114ae04d2b614f225,c132b55161f3c12b14d5d09c754214ae,5104c4b8824767234650fe20b922570b,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

brood-wire,a8b9fb3,branch_commit,2023-12-12T22:09:40,,0.6434284,0.0077501,0.6950739,0.919614,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.7277485,0.0088458,1.0732713,1.0340927,start 2018-01-11 07:59:00,end 2019-06-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,3,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,378b492a61a150b52a3864ec81305c94,cdb3d050d6d868c2a5feb52792eceeae,cafe892c9133c1e2a85dd7777cc2a765,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

hempy-torc,5295716,branch_commit,2023-12-12T22:08:54,,0.6343044,0.0077498,0.5455837,0.90446,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.7873132,0.0088461,1.0696251,1.1184134,start 2018-01-11 07:59:00,end 2019-06-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,2,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,143cda4f130ff1109b9b414ccf08f9a2,754fc454c9b98155920832b34dbd46c7,651fdd8a94587f936a1d3d97d5d7b37d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

drear-sook,5109384,branch_commit,2023-12-12T22:08:02,,0.5405024,0.0077519,0.4109014,0.7700589,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,0.9458091,0.0088503,1.6044123,1.3468606,start 2018-01-11 07:59:00,end 2019-06-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,1,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,af27eb62cc74904aa6a0456fa268ebb8,0edff0eef47e00ab43aae9d0399af0f3,da21d97722f8b88c4f4e211a896473dd,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

axile-trio,7c49f52,branch_commit,2023-12-12T22:06:55,,1.2837304,0.0077455,3.1956,1.8826064,start 2018-02-08 00:59:00,end 2019-06-01 23:59:00,1.2868761,0.0087494,2.9076515,1.86708,start 2018-01-10 07:59:00,end 2019-06-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190630.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,1,28,37,30,35f18178ce195ef8f609cb4f47726b62,63da8fa68e81f8afef622a05846e7f08,3d5700dc71790987c3f80aa93cb67a16,3310723b4e1845e104cde447a91a8ab1,32c540309dc8d25a7a0bad6e9fa48dad,8ebe6e57e3670d0726b2a1fc09db0026,ca7140c5f142e6d70c7dc5a07117b220,3d42ce4737dc8026fe57387851daecea,c96126a61a711683bededa94b67f956e,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249

