Experiment,rev,typ,Created,parent,sharpe_ratio,stdev,ir2,sortino_ratio,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
crank-rift,aa83db2,branch_commit,2023-10-25T00:06:19,,1.4022424,0.0076809,2.4934873,2.0303906,"[1, 10, 15]",1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,09d9448d8f6b9068c50fd64f39643515,066fcaa4f44d6eaa7d7cdb3fd356419d,6ed2a90fe0044a3c442ec0f2f081f153,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

ledgy-tyne,f7b4ac8,branch_commit,2023-10-25T00:05:58,,1.3491841,0.0076772,2.3773255,1.9571846,"[1, 10, 15]",1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,09d9448d8f6b9068c50fd64f39643515,066fcaa4f44d6eaa7d7cdb3fd356419d,4909024ab0604f832c68290d6e34926d,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

noisy-suqs,26ce5fd,branch_commit,2023-10-25T00:05:37,,1.4022424,0.0076809,2.4934873,2.0303906,"[1, 10, 15]",1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,09d9448d8f6b9068c50fd64f39643515,066fcaa4f44d6eaa7d7cdb3fd356419d,4131f38ba68ef371de24b0597578c8bc,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

awful-peba,c833fc3,branch_commit,2023-10-25T00:05:12,,1.0685001,0.0077088,0.8803567,1.5431838,"[1, 10, 15]",1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,1b1b9f4a276bb5a02736a76dd6202141,b343211ae15c35b70a9e0df124229047,881b94137ec06b37609a73c8d3d173fd,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

undug-areg,c5e625b,branch_commit,2023-10-25T00:04:51,,0.7844096,0.0077103,0.4745446,1.130185,"[1, 10, 15]",1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,1b1b9f4a276bb5a02736a76dd6202141,b343211ae15c35b70a9e0df124229047,35312c9598eb7e0a79b4ae3f2b0c430e,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

comfy-more,f6cb483,branch_commit,2023-10-25T00:04:28,,1.0685001,0.0077088,0.8803567,1.5431838,"[1, 10, 15]",1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,1b1b9f4a276bb5a02736a76dd6202141,b343211ae15c35b70a9e0df124229047,dd46d21c1866b8557ae948f25eb02022,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

heapy-toby,e1dea3d,branch_commit,2023-10-25T00:04:03,,1.6657879,0.0082547,3.1437594,2.3964544,"[1, 10, 15]",1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,5ad4b8d25fea8920484ea734a55e741d,dc92819559e95df74c2a436f918de22f,07b4b21775f10940b0da5ba8a1a7464f,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

weird-lien,242bcce,branch_commit,2023-10-25T00:03:40,,1.3961456,0.008255,2.2084359,2.0023893,"[1, 10, 15]",1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,5ad4b8d25fea8920484ea734a55e741d,dc92819559e95df74c2a436f918de22f,b7d6bf238566577cba93e4267a31268a,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

peppy-main,1725ab9,branch_commit,2023-10-25T00:03:17,,1.5693146,0.0082545,2.7900963,2.2568299,"[1, 10, 15]",1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,5ad4b8d25fea8920484ea734a55e741d,dc92819559e95df74c2a436f918de22f,399cf8878b49574290de180e9251d0a7,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

tenth-lack,701c074,branch_commit,2023-10-25T00:02:53,,1.5452502,0.0082963,3.5543913,2.2282339,"[1, 10, 15]",1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a8d626f576593c66aeea5cf5e0a56a81,2297a407c56e8bedead1b23c6628d857,63b910f391ac31ba8602406f17e016ff,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

hefty-mice,7e6d30c,branch_commit,2023-10-25T00:02:31,,1.6064147,0.0082967,3.841546,2.3202093,"[1, 10, 15]",1,60,ir2,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a8d626f576593c66aeea5cf5e0a56a81,2297a407c56e8bedead1b23c6628d857,60a0a651c8b683b8749106f5fdc4d6a6,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

liked-corm,58066bb,branch_commit,2023-10-25T00:02:09,,1.6064147,0.0082967,3.841546,2.3202093,"[1, 10, 15]",1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a8d626f576593c66aeea5cf5e0a56a81,2297a407c56e8bedead1b23c6628d857,a5a49adc9f6d70fe3927361edaee93ae,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

metal-fids,fcf2b7f,branch_commit,2023-10-25T00:01:46,,0.8837173,0.008219,0.6726143,1.2678558,"[1, 10, 15]",1,60,sortino_ratio,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,c9deeff37c778934e48e6d45de3955c5,c0f1907eef2d4a216e2d0836cca925df,fa54c1f4201c267d9f5c1fa4c6648d73,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,2b18904c30b2faac7d621804591c3bc2,c426a9e5639dcfce6f67ec43189d6e24,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

