Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\06_wf_calculate_indexes.R,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
seely-toms,883dcd9,branch_commit,2023-10-11T17:19:15,,,-1.8286959,0.0023363,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,9ec95ffb5ef109be0302f33329f64dd7,f0e6bb693d1141beaed56c9b1dd42803,1d621b43e89ada0bafcab2399e072afd,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

amort-body,99d782a,branch_commit,2023-10-11T17:18:51,,,-3.028074,0.0023342,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,16afc7d6bd36f984f69f8e866f40dbc3,17357a18c26d9d96fe160d3394a2863b,f0d5229626f3d0deb5eab37fe134f057,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

gawsy-plow,819efd4,branch_commit,2023-10-11T17:18:28,,,-2.3672484,0.0023231,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,ba20ee0635ed7eafc844c88a18401396,d597e725f6d8560dfccd5e79a9815164,12d5a8364ddb5a74a1aa95db516edb8f,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

newsy-sack,abdaa40,branch_commit,2023-10-11T17:18:03,,,-2.6216541,0.0023236,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,c8045c0a330fcba35040886b6a44aca8,2ec31cab12688f5fada94638f8a3fab3,b45f70ceb8ab460691cb76d23bf07a53,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

treen-kids,b3d0e3d,branch_commit,2023-10-11T17:17:36,,,-2.392619,0.002323,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,b30647b2effedef73a3be4629733aee0,08b7e47fd9c97fc18a13396f7790405a,3b017fc1cd4e04743d953fbc759cafd6,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

banal-kobs,5e3422c,branch_commit,2023-10-11T17:17:04,,,-11.8975402,0.0009597,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,bd9b4dfcb0d85bb05293edd1f0a8544e,f6ca185ea0f4c54e3a86323f2b0f3d26,28cf7a0844a32939a7a5032303ff849d,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

tenor-dawn,6edf83a,branch_commit,2023-10-11T17:16:21,,,-11.7945636,0.000959,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,96d00458f8a7ceb947e0313efa836a67,fc737eb5f0c1b295f57b94ffe2ba9d10,de92b18678720b04ddd720770e4665ac,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

humid-tyne,4ea9c44,branch_commit,2023-10-11T17:15:34,,,-12.1167505,0.0009504,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,31ad5acdddbc385b2b1bc17150a31bf4,13b163e311c18038fd13e6ee42a05a45,e43d6f5385c9b0942a858f9412a65783,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

loath-tipi,446cad9,branch_commit,2023-10-11T17:14:43,,,-12.0663421,0.0009501,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,bad4f93ca39b20497fbc85a8c4f15202,6a5b502a5bd7c83e328d52123ecd9759,3d20688813a7f40b064135a119fb6933,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

sonic-veil,49b0e65,branch_commit,2023-10-11T17:13:44,,,-12.1148807,0.0009463,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,ff1d876d0d9fa60f343d7fdea47d239d,c9d53f61f8d0adcfa900e3d1f519a94a,c69e9ec2d83eb8ad71252ff470e72a72,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

lamer-sine,784c775,branch_commit,2023-10-11T17:12:27,,,-12.1653226,0.0009448,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,f11ba6495a1ef2ad69ec36e0b2c6d572,60ebd7f7e4c6b367552648acb5db2ff9,03d8acee8431abdb9bade8bc6ced7b50,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

strip-rime,2a53065,branch_commit,2023-10-11T17:10:49,,,-12.5406139,0.000943,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,77b840d6c850d7546c7eb2078adc1d91,dd4e97dfb968c29511a83059fcbd6a7d,7ccfd89e09743a6b6204ff11b6dab0c5,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

felon-bats,8c4f91d,branch_commit,2023-10-11T17:08:08,,,-12.5479486,0.0009457,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,2ba3e1d78755fd622a1459e99f5dc659,5368611f0e7ac10370f7a3997767412a,d938d4fb78e0ac523633afac541732f4,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bifid-tole,d38f6b7,branch_commit,2023-10-11T17:07:25,,,-12.4380636,0.0009493,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,9bfa6fe477ed0be66a6b5f377e858891,6d25a8d2375b64ac41fd7d30e153635f,71cff62231e211f5e418a49351ebe554,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

spiry-yogi,c2dc7a4,branch_commit,2023-10-11T17:06:40,,,-12.6362187,0.000946,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,7b0651662748eea2fd01b7acfeb0640c,fb9ef484a4a296c9882f42cfbe46d075,b7314f0b2c2d0f5bccdd6054894e8b39,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

fuggy-jabs,a7a726f,branch_commit,2023-10-11T17:05:53,,,-12.5690156,0.0009408,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,d247267fd90ee5798c97e111396b4b25,44fe0012d12af54523fcb6b7559b0f7f,cb686e7ca3e6bdb29bc5769aeb5375da,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

quiet-outs,97ee7a3,branch_commit,2023-10-11T17:05:03,,,-12.5714804,0.000939,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,7efe5545e4572c5a955892ca9601cffd,2cc14dea073c8dbd374c45a58c4f6c5b,ddde7e5e63a33a97bb63e5be4cd3cf97,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bardy-snap,665c29e,branch_commit,2023-10-11T17:04:00,,,-12.4776662,0.0009388,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,5d1f1c47e9f859958435685ded0a8466,8e7705695c9b97866747b2c13b58a7c9,f2be9f7d1a782c2dc84ae0d3ff2e5239,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

gamer-coho,0f6c446,branch_commit,2023-10-11T17:02:41,,,-12.1838966,0.0009387,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,1df7e317e456a5fc24e463903ac6e9e2,65ff13479785c1f5c85f1083af4f9611,35910ad4b3ef151a9f59d6a5c812bbcc,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

moldy-hill,da0e1ab,branch_commit,2023-10-11T17:00:35,,,-11.4141732,0.0009589,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,6634fd6e2d5fcf31302682763099ba56,89b26f838f4dc08163273841ea83da32,59c9e4a98891f61eebcf929e15480ce5,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

curst-vows,efd3dd3,branch_commit,2023-10-11T16:59:55,,,-12.042878,0.0009451,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,608a5769fd84875a1aba1e50b9288d74,ac970f012362f706a60ba9b20af6493c,15a60af6eee3a8862016c0694c68a58c,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

awing-mine,44659a7,branch_commit,2023-10-11T16:59:14,,,-11.6388639,0.0009466,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,5c437d3886b812e5075b2111490dafcb,e012e2f08ea5e44003f3f6ac607a04f0,c369f2d4cbed329cf7227ff1219d08ea,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

waste-inks,2ee9304,branch_commit,2023-10-11T16:58:29,,,-12.6999683,0.0009461,"[1, 10, 15]",1,1,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,83e0d7b318e24500ce2e432dada91eaf,1f6b53db2a5eb6f2f2c0b9aeb19df394,b3991a175a86fc19eb26b0e6e7d9ca35,d5c77a68a800667094f6c2fec5f8971d,fd937ca805fa4ae10c2d4a7f7c958224,f4fa443cb414dd2ee375eeb77385cd4b,8719c6c424ecba12bacb6294d983a019,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

